AdminPermissions,AllocatorPermissions,AllowedPathPrefix,AllowedProperties,ApproversOnCreate,ApproversOnDataDelete,ApproversOnDelete,ApproversOnExtend,ApproversOnResize,AreasNum,AreasPrivateSize,AreasSharedSize,AreasSize,AreasSizeGB,AreasSizeTB,AreasUsage,AreasUsageGB,AreasUsageTB,AvailableSize,AvailableSizeGB,AvailableSizePerSharedPool,AvailableSizePerSharedPoolGB,AvailableSizePerSharedPoolTB,AvailableSizeTB,BusinessGroup,CachePermissions,Cell,DefaultGrace,DefaultPathPrefix,DefaultProperties,DiskSelectionStrategy,FSGroup,FSPermissions,FileSystemGroup,FileSystemPermissions,GlobalPathPrefix,LocalPathPrefix,MaxActiveAreas,MaxActiveSize,MaxDisabledPeriod,MaxDuration,MaxGrace,MaxSize,MemberResources,Permissions,Policies,Project,QSlot,ReplicatorPermissions,RequiredProperties,SharedPools,StodFSPermissions,TotalPrivateSize,TotalSharedSize,TotalSize,TotalSizeGB,TotalSizeTB,Type,User,ViewPermissions
dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,0,0,0,0,0.0,0.0,0,0.0,0.0,15589953,15224.563,0,0.0,0.0,14.868,IL,,,unlimited,/nfs/upc/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,asanche4 xvera,,phoenix,,,,,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwsfiler07:vol6 ,,,pnw,,,,,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,folbrich,,folbrich,folbrich,folbrich,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwsfiler07:vol6 ,,,pnw,,,,,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,1,307200,0,307200,300.0,0.293,0,0.0,0.0,1899664,1855.141,0,0.0,0.0,1.812,IL,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwefs01a.ibw.intel.com:* ,,,pnwemu,,,,,,12355728,0,12355728,12066.141,11.783,User,others,
,,/nfs/ibw/disks /nfs/ibw/scratch,,tdoil,,tdoil,tdoil,tdoil,1,307200,0,307200,300.0,0.293,140086,136.803,0.134,1899664,1855.141,0,0.0,0.0,1.812,IL,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwefs01a.ibw.intel.com:* ,,,pnwemu,,,,,,12355728,0,12355728,12066.141,11.783,Project,,
,,,,,,,,,2,1084416,0,1084416,1059.0,1.034,0,0.0,0.0,15589953,15224.563,0,0.0,0.0,14.868,IL,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,raimat,,,,,,42441470,0,42441470,41446.748,40.475,User,others,
dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,2,1084416,0,1084416,1059.0,1.034,1008932,985.285,0.962,15589953,15224.563,0,0.0,0.0,14.868,IL,,,unlimited,/nfs/upc/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,xvera,,raimat,,,,,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,2,276480,0,276480,270.0,0.264,0,0.0,0.0,1163673,1136.399,0,0.0,0.0,1.11,IL,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol1 bwnap03a:vol3 ,,,rnr,,,,,,3916800,0,3916800,3825.0,3.735,User,others,
,,/nfs/ibw/disks,,tdoil,,tdoil,tdoil,tdoil,2,276480,0,276480,270.0,0.264,236595,231.05,0.226,1163673,1136.399,0,0.0,0.0,1.11,IL,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap03a:vol1 bwnap03a:vol3 ,,,rnr,,,,,,3916800,0,3916800,3825.0,3.735,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,15589953,15224.563,0,0.0,0.0,14.868,IL,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,s_p2017,,,,,,42441470,0,42441470,41446.748,40.475,User,others,
aloss dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,0,0,0,0,0.0,0.0,0,0.0,0.0,15589953,15224.563,0,0.0,0.0,14.868,IL,,,unlimited,/nfs/upc/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,qcai9,,s_p2017,,,,,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,9,5779456,0,5779456,5644.0,5.512,0,0.0,0.0,15589953,15224.563,0,0.0,0.0,14.868,IL,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,saqqara,,,,,,42441470,0,42441470,41446.748,40.475,User,others,
asanche4 aloss dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,9,5779456,0,5779456,5644.0,5.512,2601934,2540.951,2.481,15589953,15224.563,0,0.0,0.0,14.868,IL,,,unlimited,/nfs/upc/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,qcai9,,saqqara,,,,,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,1,1024000,0,1024000,1000.0,0.977,0,0.0,0.0,1899664,1855.141,0,0.0,0.0,1.812,IL,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwefs01a.ibw.intel.com:* ,,,saratoga,,,,,,12355728,0,12355728,12066.141,11.783,User,others,
tdoil,,/nfs/ibw/disks /nfs/ibw/scratch,,tdoil,,tdoil,tdoil,tdoil,1,1024000,0,1024000,1000.0,0.977,661319,645.819,0.631,1899664,1855.141,0,0.0,0.0,1.812,IL,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwefs01a.ibw.intel.com:* ,mgries,,saratoga,,,,,,12355728,0,12355728,12066.141,11.783,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,918313,896.79,0,0.0,0.0,0.876,IL,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol4 ,,,sklemu,,,,,,2785280,0,2785280,2720.0,2.656,User,others,
,,/nfs/ibw/proj /nfs/ibw/disks,,tdoil,,tdoil,tdoil,tdoil,0,0,0,0,0.0,0.0,0,0.0,0.0,918313,896.79,0,0.0,0.0,0.876,IL,,,unlimited,/nfs/ibw/proj,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap03a:vol4 ,,,sklemu,,,,,,2785280,0,2785280,2720.0,2.656,Project,,
,,,,,,,,,1,204800,0,204800,200.0,0.195,0,0.0,0.0,2817977,2751.931,0,0.0,0.0,2.687,IL,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol4 bwefs01a.ibw.intel.com:* ,,,smartm,,,,,,15141008,0,15141008,14786.141,14.44,User,others,
,,/nfs/ibw/disks,,tdoil,,tdoil,tdoil,tdoil,1,204800,0,204800,200.0,0.195,64623,63.108,0.062,2817977,2751.931,0,0.0,0.0,2.687,IL,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap03a:vol4 bwefs01a.ibw.intel.com:* ,,,smartm,,,,,,15141008,0,15141008,14786.141,14.44,Project,,
,,,,,,,,,1,512000,0,512000,500.0,0.488,0,0.0,0.0,15589953,15224.563,0,0.0,0.0,14.868,IL,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,,,spin,,,,,,42441470,0,42441470,41446.748,40.475,User,others,
asanche4 aloss dleahy1 jvaquero,,/nfs/upc/disks,,jvaquero,,jvaquero,jvaquero,jvaquero,1,512000,0,512000,500.0,0.488,47866,46.744,0.046,15589953,15224.563,0,0.0,0.0,14.868,IL,,,unlimited,/nfs/upc/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* ,flatorre,,spin,,,,,,42441470,0,42441470,41446.748,40.475,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,879413,858.802,0,0.0,0.0,0.839,IL,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap03a:vol2 ,,,stl,,,,,,2524160,0,2524160,2465.0,2.407,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwsfiler07:vol5 ,,,stl,eem,,,,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,aloss,,aloss,aloss,aloss,0,0,0,0,0.0,0.0,0,0.0,0.0,879413,858.802,0,0.0,0.0,0.839,IL,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap03a:vol2 ,,,stl,,,,,,2524160,0,2524160,2465.0,2.407,Project,,
,,/nfs/ibw/disks,,aloss,,aloss,aloss,aloss,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IL,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwsfiler07:vol5 ,,,stl,eem,,,,,0,0,0,0.0,0.0,QSlot,,
aloss jvaquero mjphelps dleahy1 asanche4 mmielck csacker,,,,,,,,,193,46746877,0,46746877,45651.247,44.581,28421589,27755.458,27.105,0,0.0,0,0.0,0.0,0.0,IL,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,mkonow mjakob stladm tdoil mtl_admin ssteibl bnlemu_adm folbrich plopez3 mkauschk lrbadm davidf mnradm skladm cmadrile qcai9 pnwemu_adm nlinkewi pnwemu cadlib,,,,,,,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,9778,9.549,0,0.0,0.0,0.009,IMC,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02b:vol4 ,,,ibwimc,,,,,,3414579,0,3414579,3334.55,3.256,User,others,
,,/nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,9778,9.549,0,0.0,0.0,0.009,IMC,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap02b:vol4 ,aloss dleahy1 bienas hansm,,ibwimc,,,,,,3414579,0,3414579,3334.55,3.256,Project,,
,,,,,,,,,5,1249280,0,1249280,1220.0,1.191,0,0.0,0.0,670052,654.348,0,0.0,0.0,0.639,IMC,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap01a:vol7 bwnap01b:vol7 bwnap01b:vol8 bwnap02a:vol12 bwnap02b:vol9 bwnap02b:vol12 ,,,inway,,,,,,5726924,0,5726924,5592.699,5.462,User,others,
bneigenf aloss dleahy1,,/nfs/ibw/disks /nfs/ibw/proj,,aloss,,aloss,aloss,aloss,5,1249280,0,1249280,1220.0,1.191,2272,2.219,0.002,670052,654.348,0,0.0,0.0,0.639,IMC,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,bwnap01a:vol7 bwnap01b:vol7 bwnap01b:vol8 bwnap02a:vol12 bwnap02b:vol9 bwnap02b:vol12 ,engelhak,,inway,,,,,,5726924,0,5726924,5592.699,5.462,Project,,
iszuca aloss dleahy1,,,,,,,,,5,1249280,0,1249280,1220.0,1.191,2272,2.219,0.002,0,0.0,0,0.0,0.0,0.0,IMC,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,,,,,,,,0,0,0,0.0,0.0,Business Group,,
gquinn mjphelps dleahy1,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,IPD,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,build_sie lpotenza oss_xfer rdoceall tolapai_ext_accel_team,,,,,,,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,4,1843200,0,1843200,1800.0,1.758,0,0.0,0.0,2383039,2327.187,0,0.0,0.0,2.273,ISG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01b.ir.intel.com:vol0 sinap01b.ir.intel.com:vol4 sinap01b.ir.intel.com:vol5 siefs01a.ir.intel.com:vol1 ,,,cid,,,,,,11550961,0,11550961,11280.235,11.016,User,others,
mjphelps,,/nfs/sie/disks,,,,,,,4,1843200,0,1843200,1800.0,1.758,522634,510.385,0.498,2383039,2327.187,0,0.0,0.0,2.273,ISG,,,unlimited,/nfs/sie/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,sinap01b.ir.intel.com:vol0 sinap01b.ir.intel.com:vol4 sinap01b.ir.intel.com:vol5 siefs01a.ir.intel.com:vol1 ,build_sie dmoneil2 sdonohue,,cid,,,,,,11550961,0,11550961,11280.235,11.016,Project,,
,,,,,,,,,14,9441980,0,9441980,9220.684,9.005,0,0.0,0.0,15418785,15057.407,0,0.0,0.0,14.704,ISG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,kanap01a.ka.intel.com:* kanap01b.ka.intel.com:* kaefs01a.ka.intel.com:* ,,,ias,,,,,,37205804,0,37205804,36333.793,35.482,User,others,
,,/nfs/ka/proj /nfs/ka/disks,,,,,,,14,9441980,0,9441980,9220.684,9.005,2312821,2258.614,2.206,15418785,15057.407,0,0.0,0.0,14.704,ISG,,,unlimited,/nfs/ka/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,kanap01a.ka.intel.com:* kanap01b.ka.intel.com:* kaefs01a.ka.intel.com:* ,jdfellei gmalone1 dleahy1 hschroed,,ias,,,,,,37205804,0,37205804,36333.793,35.482,Project,,
,,,,,,,,,2,1126400,0,1126400,1100.0,1.074,0,0.0,0.0,15418785,15057.407,0,0.0,0.0,14.704,ISG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,kanap01a.ka.intel.com:* kanap01b.ka.intel.com:* kaefs01a.ka.intel.com:* ,,,kendrick_peak,,,,,,37205804,0,37205804,36333.793,35.482,User,others,
,,/nfs/ka/proj /nfs/ka/disks,,,,,,,2,1126400,0,1126400,1100.0,1.074,194589,190.028,0.186,15418785,15057.407,0,0.0,0.0,14.704,ISG,,,unlimited,/nfs/ka/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,kanap01a.ka.intel.com:* kanap01b.ka.intel.com:* kaefs01a.ka.intel.com:* ,mbrogham markusbr,,kendrick_peak,,,,,,37205804,0,37205804,36333.793,35.482,Project,,
,,,,,,,,,1,102400,0,102400,100.0,0.098,0,0.0,0.0,123660,120.762,0,0.0,0.0,0.118,ISG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01b.ir.intel.com:vol9 ,,,sigp,,,,,,2575277,0,2575277,2514.919,2.456,User,others,
mjphelps,,/nfs/sie/disks,,,,,,,1,102400,0,102400,100.0,0.098,88682,86.604,0.085,123660,120.762,0,0.0,0.0,0.118,ISG,,,unlimited,/nfs/sie/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,sinap01b.ir.intel.com:vol9 ,lkeane2 build_sie,,sigp,,,,,,2575277,0,2575277,2514.919,2.456,Project,,
,,,,,,,,,2,204850,0,204850,200.049,0.195,0,0.0,0.0,299370,292.354,0,0.0,0.0,0.286,ISG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01b.ir.intel.com:vol0 sinap01b.ir.intel.com:vol2 ,,,westhill,,,,,,5079655,0,5079655,4960.601,4.844,User,others,
,,,,,shauff1,,,,2,204850,0,204850,200.049,0.195,60808,59.383,0.058,299370,292.354,0,0.0,0.0,0.286,ISG,,,unlimited,,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,sinap01b.ir.intel.com:vol0 sinap01b.ir.intel.com:vol2 ,,,westhill,,,,,,5079655,0,5079655,4960.601,4.844,Project,,
gquinn mjphelps dleahy1,,,,,,,,,23,12718830,0,12718830,12420.732,12.13,3226689,3151.063,3.077,0,0.0,0,0.0,0.0,0.0,ISG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,phewetso dmoneil2 whilladm pplower sdonohue,,,,,,,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,104709073,102254.954,0,0.0,0.0,99.858,IT,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gknap01a:* gknap01b:* gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ulsfiler01:* ulsfiler04:* swnap01a.isw.intel.com:vol0 sinap01a.ir.intel.com:vol0 sinap01a.ir.intel.com:vol1 sinap01a.ir.intel.com:vol2 sinap01a.ir.intel.com:vol3 sinap01a.ir.intel.com:vol5 sinap01a.ir.intel.com:vol7 sinap01b.ir.intel.com:vol1 sinap01b.ir.intel.com:vol2 sinap01b.ir.intel.com:vol4 sinap01b.ir.intel.com:vol8 sinap01b.ir.intel.com:vol9 siefs01a.ir.intel.com:vol1 siefs01a.ir.intel.com:vol2 tlnap01a:* irnap03b:vol2 irnap03b:vol4 irnap03b:vol5 irnap03a:vol1 tlnap01b:* gkefs01a.igk.intel.com:* ncnap01a.nc.intel.com:* ncnap01b.nc.intel.com:* spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* tmnap01a.tm.intel.com:* tmnap01b.tm.intel.com:* kanap01a.ka.intel.com:* kanap01b.ka.intel.com:* kaefs01a.ka.intel.com:* bwefs01a.intel.com:vol2 bwnap01a:vol1 bwnap01b:vol3 bwnap01b:vol4 bwnap01b:vol5 bwnap02a:vol1 bwnap02a:vol2 bwnap02b:vol2 bwnap02b:vol4:vol6 bwnap03a:ecvol1 irefs03a.ir.intel.com:vol1 irefs03a.ir.intel.com:vol2 irefs03a.ir.intel.com:vol3 irefs03a.ir.intel.com:vol4 bwnap03a:vol1 bwnap03a:ecvol2 mlpnap01a.isw.intel.com:vol0 tlnap03a.tl.intel.com:* tlnap03b.tl.intel.com:* irnap04b:vol2 swnap01a.isw.intel.com:vol8 irnap05a:vol1 irnap05a:vol2irnap06a:vol3 ulnap01a.iul.intel.com:vol0 ulnap01a.iul.intel.com:vol1 ulnap01b.iul.intel.com:ecvol1 ,,,EC,restore,,,,,306911911,0,306911911,299718.663,292.694,User,others,
,,,,,,,,,1,53248,0,53248,52.0,0.051,0,0.0,0.0,104709073,102254.954,0,0.0,0.0,99.858,IT,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gknap01a:* gknap01b:* gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ulsfiler01:* ulsfiler04:* swnap01a.isw.intel.com:vol0 sinap01a.ir.intel.com:vol0 sinap01a.ir.intel.com:vol1 sinap01a.ir.intel.com:vol2 sinap01a.ir.intel.com:vol3 sinap01a.ir.intel.com:vol5 sinap01a.ir.intel.com:vol7 sinap01b.ir.intel.com:vol1 sinap01b.ir.intel.com:vol2 sinap01b.ir.intel.com:vol4 sinap01b.ir.intel.com:vol8 sinap01b.ir.intel.com:vol9 siefs01a.ir.intel.com:vol1 siefs01a.ir.intel.com:vol2 tlnap01a:* irnap03b:vol2 irnap03b:vol4 irnap03b:vol5 irnap03a:vol1 tlnap01b:* gkefs01a.igk.intel.com:* ncnap01a.nc.intel.com:* ncnap01b.nc.intel.com:* spnap01a.upc.intel.com:* spnap01b.upc.intel.com:* tmnap01a.tm.intel.com:* tmnap01b.tm.intel.com:* kanap01a.ka.intel.com:* kanap01b.ka.intel.com:* kaefs01a.ka.intel.com:* bwefs01a.intel.com:vol2 bwnap01a:vol1 bwnap01b:vol3 bwnap01b:vol4 bwnap01b:vol5 bwnap02a:vol1 bwnap02a:vol2 bwnap02b:vol2 bwnap02b:vol4:vol6 bwnap03a:ecvol1 irefs03a.ir.intel.com:vol1 irefs03a.ir.intel.com:vol2 irefs03a.ir.intel.com:vol3 irefs03a.ir.intel.com:vol4 bwnap03a:vol1 bwnap03a:ecvol2 mlpnap01a.isw.intel.com:vol0 tlnap03a.tl.intel.com:* tlnap03b.tl.intel.com:* irnap04b:vol2 swnap01a.isw.intel.com:vol8 irnap05a:vol1 irnap05a:vol2irnap06a:vol3 ulnap01a.iul.intel.com:vol0 ulnap01a.iul.intel.com:vol1 ulnap01b.iul.intel.com:ecvol1 ,,,EC,scmset,,,,,306911911,0,306911911,299718.663,292.694,User,others,
